邮件种类,承运人名称,Barcode,CN38时间,接收扫描时间,启运地点,启运时间,中转到达地点,中转到达时间,中转启运时间,到达地点,目的地到达时间,目的地交邮时间,收费路由,航班,重量,费率,金额,币种,账务时期,账单编号,备注,运能编码,箱板类型,集装器号（板号）
EA,天泽物流,CNCANDUSJFKAAEM50891014000020,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,2.000,60.00,120.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50891020100031,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,3.100,60.00,186.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKAAEM50893002100150,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,15.000,60.00,900.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52090002000174,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,17.400,60.00,1044.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52099050100042,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,4.200,60.00,252.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52120004100184,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,18.400,60.00,1104.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52122001100155,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,15.500,60.00,930.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52130002000192,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,19.200,60.00,1152.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52133006000113,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,11.300,60.00,678.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52133008000092,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,9.200,60.00,552.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52133036000175,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,17.500,60.00,1050.00,RMB,202504,,,6102042,D,
EA,天泽物流,CNCANDUSJFKFAUX52133053000201,20250421,20250421,HKG,20250422,,,,JFK,20250427,20250427,HKG-(TPE)-JFK,ZK001CI920-CI012,20.100,60.00,1206.00,RMB,202504,,,6102042,D,
